CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churned
14346,120,60,1021.58,2,3,3,8,Loyal,1
14348,259,18,409.57,1,2,2,5,At Risk,1
14349,9,31,133.5,4,2,1,7,Loyal,0
14350,273,18,282.93,1,2,1,4,Lost,1
14351,164,1,51,1,1,1,3,Lost,1
14352,156,45,1008.16,1,3,3,7,Loyal,1
14353,214,6,90.6,1,1,1,3,Lost,1
14354,5,9,163.62,4,1,1,6,At Risk,0
14355,365,11,174.4,1,1,1,3,Lost,1
14356,79,33,701.23,2,2,3,7,Loyal,0
14357,42,39,223.56,3,2,1,6,At Risk,0
14359,18,55,912.18,3,3,3,9,Loyal,0
14360,31,117,2118.03,3,4,4,11,Champions,0
14362,21,37,151.5,3,2,1,6,At Risk,0
14364,108,69,3717.35,2,3,4,9,Loyal,1
14367,7,520,9208.02,4,4,4,12,Champions,0
14368,319,8,155,1,1,1,3,Lost,1
14371,294,4,100.5,1,1,1,3,Lost,1
14373,357,4,76.55,1,1,1,3,Lost,1
14375,184,57,205.53,1,3,1,5,At Risk,1
14377,190,11,617.05,1,1,2,4,Lost,1
14379,43,44,342.65,3,3,2,8,Loyal,0
14381,51,56,202.68,2,3,1,6,At Risk,0
14382,25,121,594.87,3,4,2,9,Loyal,0
14383,37,59,1247.69,3,3,3,9,Loyal,0
14385,8,14,202.11,4,1,1,6,At Risk,0
14386,296,7,142.4,1,1,1,3,Lost,1
14387,32,138,1719.2,3,4,4,11,Champions,0
14388,9,186,3212.84,4,4,4,12,Champions,0
14389,64,45,1043.46,2,3,3,8,Loyal,0
14390,9,281,4623.42,4,4,4,12,Champions,0
14393,217,5,67.95,1,1,1,3,Lost,1
14395,1,335,3397.55,4,4,4,12,Champions,0
14396,64,73,487.99,2,3,2,7,Loyal,0
14397,2,87,2612.96,4,3,4,11,Champions,0
14400,148,25,574.7,1,2,2,5,At Risk,1
14401,3,182,4051.48,4,4,4,12,Champions,0
14403,129,20,1475.81,2,2,3,7,Loyal,1
14404,33,99,1446.82,3,4,3,10,Champions,0
14406,118,8,156.75,2,1,1,4,Lost,1
14407,106,73,2157.73,2,3,4,9,Loyal,1
14408,10,104,2534.53,4,4,4,12,Champions,0
14409,70,54,2059.45,2,3,4,9,Loyal,0
14410,91,186,1085.17,2,4,3,9,Loyal,1
14411,310,14,1063,1,1,3,5,At Risk,1
14412,42,43,770.03,3,3,3,9,Loyal,0
14413,361,22,121.05,1,2,1,4,Lost,1
14414,91,97,1496.98,2,3,3,8,Loyal,1
14415,0,568,5782.28,4,4,4,12,Champions,0
14416,21,14,490.22,3,1,2,6,At Risk,0
14418,3,122,1933.44,4,4,4,12,Champions,0
14419,10,200,1040.14,4,4,3,11,Champions,0
14420,98,29,387.52,2,2,2,6,At Risk,1
14421,56,27,813.11,2,2,3,7,Loyal,0
14422,0,222,4263.64,4,4,4,12,Champions,0
14423,217,3,265.2,1,1,1,3,Lost,1
14424,17,1,322.08,4,1,2,7,Loyal,0
14426,23,224,4481.67,3,4,4,11,Champions,0
14427,49,17,363.34,3,2,2,7,Loyal,0
14428,6,131,1207.21,4,4,3,11,Champions,0
14431,302,17,470.36,1,2,2,5,At Risk,1
14432,9,372,2233.92,4,4,4,12,Champions,0
14434,21,12,1372.8,3,1,3,7,Loyal,0
14436,98,9,89.06,2,1,1,4,Lost,1
14437,365,5,63,1,1,1,3,Lost,1
14438,305,9,131.9,1,1,1,3,Lost,1
14440,7,55,2357.68,4,3,4,11,Champions,0
14441,0,51,1712.89,4,3,4,11,Champions,0
14443,53,93,1420.2,2,3,3,8,Loyal,0
14446,0,265,954.1,4,4,3,11,Champions,0
14447,18,70,1163.23,3,3,3,9,Loyal,0
14448,8,20,375.35,4,2,2,8,Loyal,0
14449,18,237,842.53,3,4,3,10,Champions,0
14450,180,40,483.25,1,2,2,5,At Risk,1
14451,59,99,627.79,2,4,2,8,Loyal,0
14452,10,58,255.31,4,3,1,8,Loyal,0
14453,189,22,119.93,1,2,1,4,Lost,1
14456,4,921,2907.73,4,4,4,12,Champions,0
14457,310,4,113.64,1,1,1,3,Lost,1
14459,154,37,1837.92,1,2,4,7,Loyal,1
14460,109,16,434.34,2,1,2,5,At Risk,1
14461,147,180,2103.06,1,4,4,9,Loyal,1
14462,65,223,1949.35,2,4,4,10,Champions,0
14463,97,6,529.62,2,1,2,5,At Risk,1
14465,246,120,1001.59,1,4,3,8,Loyal,1
14466,28,72,2272.4,3,3,4,10,Champions,0
14467,17,88,595.41,4,3,2,9,Loyal,0
14470,11,43,461.19,4,3,2,9,Loyal,0
14472,103,253,1806.2,2,4,4,10,Champions,1
14473,73,7,234.34,2,1,1,4,Lost,0
14474,45,29,547.66,3,2,2,7,Loyal,0
14475,71,42,925.85,2,3,3,8,Loyal,0
14476,256,17,193,1,2,1,4,Lost,1
14477,19,10,1309.6,3,1,3,7,Loyal,0
14479,253,18,316.25,1,2,2,5,At Risk,1
14480,10,13,279.05,4,1,1,6,At Risk,0
14481,164,30,636.51,1,2,2,5,At Risk,1
14482,17,132,1996.78,4,4,4,12,Champions,0
14483,281,9,137.1,1,1,1,3,Lost,1
14484,49,14,321.92,3,1,2,6,At Risk,0
14485,38,44,158.22,3,3,1,7,Loyal,0
14487,26,134,1138.55,3,4,3,10,Champions,0
14488,67,46,1064.28,2,3,3,8,Loyal,0
14489,206,30,463.38,1,2,2,5,At Risk,1
14491,174,17,340.93,1,2,2,5,At Risk,1
14493,6,120,2383.24,4,4,4,12,Champions,0
14494,25,7,139.56,3,1,1,5,At Risk,0
14495,50,6,123.8,3,1,1,5,At Risk,0
14496,311,19,538.81,1,2,2,5,At Risk,1
14497,308,29,475.37,1,2,2,5,At Risk,1
14498,42,192,1954.37,3,4,4,11,Champions,0
14499,25,182,782.02,3,4,3,10,Champions,0
14500,87,6,254.85,2,1,1,4,Lost,0
14501,183,10,251.21,1,1,1,3,Lost,1
14502,19,589,2379.03,3,4,4,11,Champions,0
14503,2,164,3543.26,4,4,4,12,Champions,0
14504,46,107,673.26,3,4,3,10,Champions,0
14505,16,756,5650.51,4,4,4,12,Champions,0
14506,16,284,1930.39,4,4,4,12,Champions,0
14507,23,95,1367.88,3,3,3,9,Loyal,0
14508,21,54,263.07,3,3,1,7,Loyal,0
14511,10,68,1314.81,4,3,3,10,Champions,0
14512,187,23,275.28,1,2,1,4,Lost,1
14513,100,12,455.59,2,1,2,5,At Risk,1
14514,60,67,962.6,2,3,3,8,Loyal,0
14515,17,98,2076.89,4,4,4,12,Champions,0
14517,32,18,330.45,3,2,2,7,Loyal,0
14518,63,16,174.37,2,1,1,4,Lost,0
14520,1,4,270.6,4,1,1,6,At Risk,0
14522,23,17,974.54,3,2,3,8,Loyal,0
14523,107,12,241.09,2,1,1,4,Lost,1
14524,31,196,1835.43,3,4,4,11,Champions,0
14525,19,278,4126.2,3,4,4,11,Champions,0
14527,2,971,8507.13,4,4,4,12,Champions,0
14528,36,18,364.22,3,2,2,7,Loyal,0
14529,59,204,553.12,2,4,2,8,Loyal,0
14530,25,212,2855.51,3,4,4,11,Champions,0
14532,235,64,932.85,1,3,3,7,Loyal,1
14533,24,62,1949.72,3,3,4,10,Champions,0
14534,2,494,4271.82,4,4,4,12,Champions,0
14535,59,325,2818.27,2,4,4,10,Champions,0
14536,259,18,170.95,1,2,1,4,Lost,1
14537,57,10,355.56,2,1,2,5,At Risk,0
14538,64,19,388.25,2,2,2,6,At Risk,0
14539,15,32,537.48,4,2,2,8,Loyal,0
14540,9,68,909.31,4,3,3,10,Champions,0
14541,58,97,1394.9,2,3,3,8,Loyal,0
14542,185,5,103.25,1,1,1,3,Lost,1
14543,28,70,3577.83,3,3,4,10,Champions,0
14544,23,110,1999.35,3,4,4,11,Champions,0
14546,4,394,2547.03,4,4,4,12,Champions,0
14547,3,347,3929.97,4,4,4,12,Champions,0
14548,150,4,652.8,1,1,3,5,At Risk,1
14549,310,56,289.24,1,3,1,5,At Risk,1
14550,10,45,746.15,4,3,3,10,Champions,0
14551,17,10,186.23,4,1,1,6,At Risk,0
14552,151,57,164.22,1,3,1,5,At Risk,1
14553,18,112,858.43,3,4,3,10,Champions,0
14554,9,189,2187.21,4,4,4,12,Champions,0
14555,56,19,312.54,2,2,2,6,At Risk,0
14557,84,16,788.38,2,1,3,6,At Risk,0
14560,6,74,2237.77,4,3,4,11,Champions,0
14561,75,69,1080.76,2,3,3,8,Loyal,0
14562,3,408,4950.37,4,4,4,12,Champions,0
14565,95,127,3099.12,2,4,4,10,Champions,1
14567,56,33,1530.36,2,2,3,7,Loyal,0
14569,0,10,219.39,4,1,1,6,At Risk,0
14570,280,29,218.06,1,2,1,4,Lost,1
14572,2,249,2702.38,4,4,4,12,Champions,0
14573,179,224,1615.67,1,4,4,9,Loyal,1
14576,371,1,35.4,1,1,1,3,Lost,1
14577,12,119,820.41,4,4,3,11,Champions,0
14578,2,24,168.63,4,2,1,7,Loyal,0
14581,16,16,133.6,4,1,1,6,At Risk,0
14582,40,6,114.11,3,1,1,5,At Risk,0
14583,5,281,944.01,4,4,3,11,Champions,0
14584,168,98,1033.06,1,4,3,8,Loyal,1
14585,49,29,157.05,3,2,1,6,At Risk,0
14586,276,19,237.36,1,2,1,4,Lost,1
14587,18,367,1566.59,3,4,4,11,Champions,0
14589,371,3,39.75,1,1,1,3,Lost,1
14591,14,164,1274.72,4,4,3,11,Champions,0
14592,34,157,555.74,3,4,2,9,Loyal,0
14593,21,143,595.63,3,4,2,9,Loyal,0
14594,6,51,356.75,4,3,2,9,Loyal,0
14595,19,102,1740.6,3,4,4,11,Champions,0
14597,10,45,835.52,4,3,3,10,Champions,0
14598,43,49,218.67,3,3,1,7,Loyal,0
14600,305,25,393.33,1,2,2,5,At Risk,1
14601,10,7,213.96,4,1,1,6,At Risk,0
14603,274,2,660,1,1,3,5,At Risk,1
14606,0,2660,12029.27,4,4,4,12,Champions,0
14607,15,80,16137.5,4,3,4,11,Champions,0
14608,3,20,1785.15,4,2,4,10,Champions,0
14609,71,4,601.56,2,1,2,5,At Risk,0
14616,242,3,406.08,1,1,2,4,Lost,1
14618,8,15,533.64,4,1,2,7,Loyal,0
14619,245,20,394.44,1,2,2,5,At Risk,1
14620,205,26,412.78,1,2,2,5,At Risk,1
14621,0,92,1788.36,4,3,4,11,Champions,0
14622,184,21,320.58,1,2,2,5,At Risk,1
14623,31,132,885.05,3,4,3,10,Champions,0
14624,56,13,225.85,2,1,1,4,Lost,0
14625,195,53,899.63,1,3,3,7,Loyal,1
14626,23,122,2791.27,3,4,4,11,Champions,0
14628,90,24,671.96,2,2,3,7,Loyal,0
14629,3,148,948.05,4,4,3,11,Champions,0
14631,50,41,1006.98,3,3,3,9,Loyal,0
14632,262,8,114.56,1,1,1,3,Lost,1
14633,265,20,344.9,1,2,2,5,At Risk,1
14636,35,28,609.85,3,2,2,7,Loyal,0
14638,50,16,443.6,3,1,2,6,At Risk,0
14639,51,172,2984.49,2,4,4,10,Champions,0
14640,23,105,2107.38,3,4,4,11,Champions,0
14641,21,7,110.46,3,1,1,5,At Risk,0
14642,58,2,96.12,2,1,1,4,Lost,0
14643,169,31,693.81,1,2,3,6,At Risk,1
14644,67,26,830.76,2,2,3,7,Loyal,0
14645,156,30,597.09,1,2,2,5,At Risk,1
14647,200,24,213.82,1,2,1,4,Lost,1
14649,4,175,1363.95,4,4,3,11,Champions,0
14651,66,101,653.75,2,4,3,9,Loyal,0
14652,76,29,114.18,2,2,1,5,At Risk,0
14653,0,233,1924.16,4,4,4,12,Champions,0
14655,7,49,1932.23,4,3,4,11,Champions,0
14656,168,76,284.05,1,3,1,5,At Risk,1
14657,17,122,794.47,4,4,3,11,Champions,0
14658,4,29,247.15,4,2,1,7,Loyal,0
14659,8,251,2520.03,4,4,4,12,Champions,0
14660,86,30,285.74,2,2,1,5,At Risk,0
14661,26,4,107.95,3,1,1,5,At Risk,0
14662,28,153,719.78,3,4,3,10,Champions,0
14664,19,96,619.16,3,3,2,8,Loyal,0
14665,60,90,1835.7,2,3,4,9,Loyal,0
14666,23,14,195.25,3,1,1,5,At Risk,0
14667,10,561,9042.5,4,4,4,12,Champions,0
14669,241,161,1233.73,1,4,3,8,Loyal,1
14670,279,118,381.53,1,4,2,7,Loyal,1
14672,234,61,765.55,1,3,3,7,Loyal,1
14673,2,74,1736.4,4,3,4,11,Champions,0
14675,15,93,575.76,4,3,2,9,Loyal,0
14676,30,42,2548.24,3,3,4,10,Champions,0
14680,24,258,28754.11,3,4,4,11,Champions,0
14681,70,7,498.95,2,1,2,5,At Risk,0
14682,187,2,52,1,1,1,3,Lost,1
14684,25,388,1197.3,3,4,3,10,Champions,0
14687,106,15,628.38,2,1,2,5,At Risk,1
14688,7,321,5572.45,4,4,4,12,Champions,0
14689,208,13,112.8,1,1,1,3,Lost,1
14690,43,48,355.05,3,3,2,8,Loyal,0
14691,30,71,2114.33,3,3,4,10,Champions,0
14692,136,64,562.35,2,3,2,7,Loyal,1
14693,263,8,172.9,1,1,1,3,Lost,1
14696,3,130,2078.95,4,4,4,12,Champions,0
14697,217,22,188.61,1,2,1,4,Lost,1
14698,1,190,1185.17,4,4,3,11,Champions,0
14699,213,8,109.13,1,1,1,3,Lost,1
14700,31,111,2174.45,3,4,4,11,Champions,0
14701,10,316,2495.91,4,4,4,12,Champions,0
14702,0,342,3251.79,4,4,4,12,Champions,0
14703,14,22,318.17,4,2,2,8,Loyal,0
14704,10,362,1410.96,4,4,3,11,Champions,0
14705,198,1,179,1,1,1,3,Lost,1
14708,2,28,1126.37,4,2,3,9,Loyal,0
14709,14,196,4921.04,4,4,4,12,Champions,0
14710,13,131,578.78,4,4,2,10,Champions,0
14711,9,339,2813.85,4,4,4,12,Champions,0
14712,28,25,917.07,3,2,3,8,Loyal,0
14713,8,337,2658.9,4,4,4,12,Champions,0
14714,23,10,160.19,3,1,1,5,At Risk,0
14715,24,71,867.38,3,3,3,9,Loyal,0
14716,42,48,299.24,3,3,2,8,Loyal,0
14719,1,231,1563.14,4,4,4,12,Champions,0
14720,5,37,663.81,4,2,3,9,Loyal,0
14722,146,28,180.42,1,2,1,4,Lost,1
14723,9,235,1039.02,4,4,3,11,Champions,0
14725,24,45,602.88,3,3,2,8,Loyal,0
14727,273,10,268.58,1,1,1,3,Lost,1
14729,373,69,307.64,1,3,2,6,At Risk,1
14730,0,436,1787.13,4,4,4,12,Champions,0
14731,46,44,373.42,3,3,2,8,Loyal,0
14732,7,147,2702.49,4,4,4,12,Champions,0
14733,15,202,9585.91,4,4,4,12,Champions,0
14735,3,194,6065.69,4,4,4,12,Champions,0
14737,3,17,1164.55,4,2,3,9,Loyal,0
14738,42,54,1314.45,3,3,3,9,Loyal,0
14739,3,60,3902.28,4,3,4,11,Champions,0
14740,196,89,1448.21,1,3,3,7,Loyal,1
14741,11,59,1400.34,4,3,3,10,Champions,0
14744,15,26,1099.98,4,2,3,9,Loyal,0
14745,112,69,1220.26,2,3,3,8,Loyal,1
14747,248,18,328.2,1,2,2,5,At Risk,1
14748,28,89,1415.75,3,3,3,9,Loyal,0
14752,43,5,389.64,3,1,2,6,At Risk,0
14753,86,30,563.15,2,2,2,6,At Risk,0
14754,44,41,638.05,3,3,2,8,Loyal,0
14755,9,235,5010.28,4,4,4,12,Champions,0
14756,14,38,738.96,4,2,3,9,Loyal,0
14757,74,19,420.5,2,2,2,6,At Risk,0
14758,144,71,1484.06,1,3,3,7,Loyal,1
14759,4,102,1625.97,4,4,4,12,Champions,0
14760,296,5,89.2,1,1,1,3,Lost,1
14761,58,11,255.9,2,1,1,4,Lost,0
14762,263,21,300.52,1,2,2,5,At Risk,1
14764,46,6,278.3,3,1,1,5,At Risk,0
14765,28,39,254.11,3,2,1,6,At Risk,0
14766,7,135,2473.37,4,4,4,12,Champions,0
14768,16,5,192.6,4,1,1,6,At Risk,0
14769,2,1039,10204.13,4,4,4,12,Champions,0
14770,231,52,876.42,1,3,3,7,Loyal,1
14772,111,9,139.26,2,1,1,4,Lost,1
14775,57,60,1011.9,2,3,3,8,Loyal,0
14776,50,117,2538.3,3,4,4,11,Champions,0
14778,126,35,730.86,2,2,3,7,Loyal,1
14779,280,41,386.15,1,3,2,6,At Risk,1
14780,54,27,447.68,2,2,2,6,At Risk,0
14782,319,6,200.1,1,1,1,3,Lost,1
14784,25,15,289.99,3,1,1,5,At Risk,0
14785,9,3,77.4,4,1,1,6,At Risk,0
14788,6,30,679.44,4,2,3,9,Loyal,0
14789,28,6,197.64,3,1,1,5,At Risk,0
14790,16,46,745.06,4,3,3,10,Champions,0
14792,63,2,6.2,2,1,1,4,Lost,0
14793,20,14,228.99,3,1,1,5,At Risk,0
14794,2,80,1319.91,4,3,3,10,Champions,0
14795,165,6,131.45,1,1,1,3,Lost,1
14796,0,1115,7868.39,4,4,4,12,Champions,0
14798,52,12,173.74,2,1,1,4,Lost,0
14799,50,13,157.7,3,1,1,5,At Risk,0
14800,47,378,4302.03,3,4,4,11,Champions,0
14801,60,56,188.09,2,3,1,6,At Risk,0
14803,161,41,549.75,1,3,2,6,At Risk,1
14804,8,12,353.27,4,1,2,7,Loyal,0
14805,14,46,546.4,4,3,2,9,Loyal,0
14806,74,11,193.39,2,1,1,4,Lost,0
14808,39,222,2616.6,3,4,4,11,Champions,0
14810,40,251,2042.73,3,4,4,11,Champions,0
14813,369,26,112.68,1,2,1,4,Lost,1
14815,36,53,778.5,3,3,3,9,Loyal,0
14816,196,4,271.85,1,1,1,3,Lost,1
14817,199,63,1110.34,1,3,3,7,Loyal,1
14818,73,48,657.8,2,3,3,8,Loyal,0
14819,63,13,272.07,2,1,1,4,Lost,0
14820,20,29,507.29,3,2,2,7,Loyal,0
14821,366,2,48.8,1,1,1,3,Lost,1
14823,179,70,321.43,1,3,2,6,At Risk,1
14824,9,29,1127.71,4,2,3,9,Loyal,0
14825,3,117,2202.61,4,4,4,12,Champions,0
14828,196,17,2139.76,1,2,4,7,Loyal,1
14829,28,42,697.55,3,3,3,9,Loyal,0
14830,52,39,188.88,2,2,1,5,At Risk,0
14834,17,67,1720.3,4,3,4,11,Champions,0
14836,9,6,102.45,4,1,1,6,At Risk,0
14837,89,108,1649.5,2,4,4,10,Champions,0
14840,267,4,62.85,1,1,1,3,Lost,1
14841,52,138,3295.76,2,4,4,10,Champions,0
14842,43,145,2824.69,3,4,4,11,Champions,0
14844,63,130,3189.81,2,4,4,10,Champions,0
14847,148,13,309.4,1,1,2,4,Lost,1
14849,21,388,7930.54,3,4,4,11,Champions,0
14850,311,21,325.75,1,2,2,5,At Risk,1
14851,22,28,511.35,3,2,2,7,Loyal,0
14852,57,143,2836.69,2,4,4,10,Champions,0
14853,23,9,475.8,3,1,2,6,At Risk,0
14854,77,126,2740.03,2,4,4,10,Champions,0
14855,118,20,645.65,2,2,3,7,Loyal,1
14856,35,65,1290.53,3,3,3,9,Loyal,0
14857,59,60,1173.12,2,3,3,8,Loyal,0
14859,12,58,1353.74,4,3,3,10,Champions,0
14860,18,11,170.32,3,1,1,5,At Risk,0
14861,51,6,125.79,2,1,1,4,Lost,0
14862,25,48,841.2,3,3,3,9,Loyal,0
14863,28,11,266.76,3,1,1,5,At Risk,0
14865,6,4,52.2,4,1,1,6,At Risk,0
14866,10,99,14389.9,4,4,4,12,Champions,0
14867,185,36,710.28,1,2,3,6,At Risk,1
14868,2,144,2953.59,4,4,4,12,Champions,0
14869,8,69,717.7,4,3,3,10,Champions,0
14870,261,13,327.25,1,1,2,4,Lost,1
14871,2,92,497.98,4,3,2,9,Loyal,0
14873,209,28,519.68,1,2,2,5,At Risk,1
14875,107,47,1465.32,2,3,3,8,Loyal,1
14878,12,120,1469.45,4,4,3,11,Champions,0
14880,76,46,690.59,2,3,3,8,Loyal,0
14881,19,17,255.4,3,2,1,6,At Risk,0
14882,26,11,589.7,3,1,2,6,At Risk,0
14883,18,53,761.59,3,3,3,9,Loyal,0
14885,131,15,765.32,2,1,3,6,At Risk,1
14886,252,18,364.8,1,2,2,5,At Risk,1
14887,78,6,1862,2,1,4,7,Loyal,0
14888,206,20,369.2,1,2,2,5,At Risk,1
14889,335,10,135.9,1,1,1,3,Lost,1
14890,253,7,125.65,1,1,1,3,Lost,1
14891,147,33,554.38,1,2,2,5,At Risk,1
14893,9,73,1237.85,4,3,3,10,Champions,0
14894,84,23,655.75,2,2,3,7,Loyal,0
14895,7,498,11138.71,4,4,4,12,Champions,0
14896,204,43,468.77,1,3,2,6,At Risk,1
14897,7,55,1366.38,4,3,3,10,Champions,0
14898,22,99,1230.54,3,4,3,10,Champions,0
14901,10,95,1391.79,4,3,3,10,Champions,0
14902,25,20,332.66,3,2,2,7,Loyal,0
14903,20,347,2785.98,3,4,4,11,Champions,0
14904,1,69,1025.44,4,3,3,10,Champions,0
14905,157,17,616.15,1,2,2,5,At Risk,1
14907,2,165,3501.1,4,4,4,12,Champions,0
14908,73,9,277.8,2,1,1,4,Lost,0
14910,2,30,434.35,4,2,2,8,Loyal,0
14913,35,87,1227.43,3,3,3,9,Loyal,0
14915,90,12,307.48,2,1,2,5,At Risk,0
14916,70,77,1268.98,2,3,3,8,Loyal,0
14918,115,45,1610.15,2,3,4,9,Loyal,1
14920,212,57,977.77,1,3,3,7,Loyal,1
14921,29,78,1316.07,3,3,3,9,Loyal,0
14923,50,44,749.1,3,3,3,9,Loyal,0
14924,245,10,310.05,1,1,2,4,Lost,1
14929,31,11,223.88,3,1,1,5,At Risk,0
14944,29,170,5900.25,3,4,4,11,Champions,0
14946,13,3,100.9,4,1,1,6,At Risk,0
14947,71,14,290.82,2,1,1,4,Lost,0
14948,22,63,1101.97,3,3,3,9,Loyal,0
14950,18,19,371.2,3,2,2,7,Loyal,0
14951,78,20,311.69,2,2,2,6,At Risk,0
14952,59,138,8099.49,2,4,4,10,Champions,0
14953,24,54,285.67,3,3,1,7,Loyal,0
14954,11,75,266.85,4,3,1,8,Loyal,0
14957,252,12,58.49,1,1,1,3,Lost,1
14958,146,41,483.73,1,3,2,6,At Risk,1
14959,63,58,689.17,2,3,3,8,Loyal,0
14960,7,23,202.06,4,2,1,7,Loyal,0
14961,10,312,7044.68,4,4,4,12,Champions,0
14962,270,5,126.7,1,1,1,3,Lost,1
14963,9,184,1413.67,4,4,3,11,Champions,0
14964,246,13,206.21,1,1,1,3,Lost,1
14965,95,80,592.84,2,3,2,7,Loyal,1
14966,14,35,181.77,4,2,1,7,Loyal,0
14967,49,6,463.8,3,1,2,6,At Risk,0
14968,29,37,147.59,3,2,1,6,At Risk,0
14970,67,34,1592.06,2,2,4,8,Loyal,0
14971,34,150,1068,3,4,3,10,Champions,0
14972,127,18,114.77,2,2,1,5,At Risk,1
14973,106,32,1314.45,2,2,3,7,Loyal,1
14974,36,17,89.94,3,2,1,6,At Risk,0
14975,56,11,279.94,2,1,1,4,Lost,0
14976,56,72,790.86,2,3,3,8,Loyal,0
14978,71,213,1910.12,2,4,4,10,Champions,0
14981,245,8,102.12,1,1,1,3,Lost,1
14984,18,39,202.37,3,2,1,6,At Risk,0
14985,197,82,288.71,1,3,1,5,At Risk,1
14987,15,4,326.4,4,1,2,7,Loyal,0
14988,211,40,334.54,1,2,2,5,At Risk,1
14995,38,60,231.98,3,3,1,7,Loyal,0
14997,45,26,546.2,3,2,2,7,Loyal,0
14998,169,72,399.65,1,3,2,6,At Risk,1
15000,47,76,489.67,3,3,2,8,Loyal,0
15002,115,112,1560.16,2,4,3,9,Loyal,1
15004,146,154,1220.77,1,4,3,8,Loyal,1
15005,15,1096,6241.98,4,4,4,12,Champions,0
15006,50,121,412.83,3,4,2,9,Loyal,0
15007,158,12,156.91,1,1,1,3,Lost,1
15009,11,178,1255.18,4,4,3,11,Champions,0
15010,35,20,308.94,3,2,2,7,Loyal,0
15012,53,114,384.22,2,4,2,8,Loyal,0
15014,42,29,168.47,3,2,1,6,At Risk,0
15016,172,20,170.04,1,2,1,4,Lost,1
15017,33,20,125.58,3,2,1,6,At Risk,0
15018,38,31,496.21,3,2,2,7,Loyal,0
15019,266,64,235.01,1,3,1,5,At Risk,1
15021,8,434,1832.38,4,4,4,12,Champions,0
15022,11,112,819.69,4,4,3,11,Champions,0
15023,2,543,6673.23,4,4,4,12,Champions,0
15024,9,148,1624.43,4,4,4,12,Champions,0
15025,32,66,356.96,3,3,2,8,Loyal,0
15026,79,61,469,2,3,2,7,Loyal,0
15027,30,34,1015.15,3,2,3,8,Loyal,0
15028,7,47,615.88,4,3,2,9,Loyal,0
15030,71,7,518.28,2,1,2,5,At Risk,0
15031,3,110,653.19,4,4,3,11,Champions,0
15032,255,50,4949.2,1,3,4,8,Loyal,1
15033,4,481,2481.86,4,4,4,12,Champions,0
15034,15,389,4272.51,4,4,4,12,Champions,0
15035,89,26,241.48,2,2,1,5,At Risk,0
15036,71,115,420.64,2,4,2,8,Loyal,0
15038,58,123,675.99,2,4,3,9,Loyal,0
15039,9,1460,19621.56,4,4,4,12,Champions,0
15041,169,66,179.93,1,3,1,5,At Risk,1
15042,198,5,135.93,1,1,1,3,Lost,1
15043,30,3,537,3,1,2,6,At Risk,0
15044,18,433,7431.49,3,4,4,11,Champions,0
15045,151,12,735.66,1,1,3,5,At Risk,1
15046,8,200,5087.92,4,4,4,12,Champions,0
15047,269,22,343.62,1,2,2,5,At Risk,1
15048,64,94,381,2,3,2,7,Loyal,0
15049,273,3,121.17,1,1,1,3,Lost,1
15050,24,70,1644.8,3,3,4,10,Champions,0
15051,22,138,1363.66,3,4,3,10,Champions,0
15052,318,27,204.78,1,2,1,4,Lost,1
15053,4,67,684.23,4,3,3,10,Champions,0
15054,11,112,300.68,4,4,2,10,Champions,0
15057,274,25,1489.5,1,2,3,6,At Risk,1
15058,24,258,2061.82,3,4,4,11,Champions,0
15059,40,234,1316.73,3,4,3,10,Champions,0
15060,7,111,288.5,4,4,1,9,Loyal,0
15061,3,403,54534.14,4,4,4,12,Champions,0
15062,70,57,987.86,2,3,3,8,Loyal,0
15063,212,5,370.8,1,1,2,4,Lost,1
15065,37,155,3158.13,3,4,4,11,Champions,0
15066,52,42,893.59,2,3,3,8,Loyal,0
15067,77,82,1744.76,2,3,4,9,Loyal,0
15068,45,104,553.36,3,4,2,9,Loyal,0
15069,178,70,1109.53,1,3,3,7,Loyal,1
15070,372,1,106.2,1,1,1,3,Lost,1
15071,93,26,982.07,2,2,3,7,Loyal,1
15073,9,54,1043.41,4,3,3,10,Champions,0
15074,104,41,735.67,2,3,3,8,Loyal,1
15075,77,27,773.03,2,2,3,7,Loyal,0
15076,172,49,880.85,1,3,3,7,Loyal,1
15078,6,440,9743.11,4,4,4,12,Champions,0
15079,212,47,895.61,1,3,3,7,Loyal,1
15081,21,33,504.8,3,2,2,7,Loyal,0
15083,256,5,88.2,1,1,1,3,Lost,1
15087,281,15,306.94,1,1,2,4,Lost,1
15088,20,57,1160.07,3,3,3,9,Loyal,0
15089,9,145,2420.84,4,4,4,12,Champions,0
15090,307,23,381.32,1,2,2,5,At Risk,1
15091,67,30,480.71,2,2,2,6,At Risk,0
15092,214,26,457.81,1,2,2,5,At Risk,1
15093,17,108,4597.02,4,4,4,12,Champions,0
15095,103,47,1370.6,2,3,3,8,Loyal,1
15096,42,11,219.39,3,1,1,5,At Risk,0
15097,3,25,248.08,4,2,1,7,Loyal,0
15098,181,3,39916.5,1,1,4,6,At Risk,1
15099,83,23,410.48,2,2,2,6,At Risk,0
15100,333,3,876,1,1,3,5,At Risk,1
15101,8,8,317.53,4,1,2,7,Loyal,0
15103,30,35,703.36,3,2,3,8,Loyal,0
15104,196,67,993.54,1,3,3,7,Loyal,1
15105,17,101,2298.93,4,4,4,12,Champions,0
